player_id,position,target_season,low_availability,high_availability,low_availability_PREVALENCE,low_availability_LOGIT_MINIMAL,low_availability_LOGIT_MINIMAL_fallback,low_availability_LOGIT_FULL,low_availability_LOGIT_FULL_fallback,high_availability_PREVALENCE,high_availability_LOGIT_MINIMAL,high_availability_LOGIT_MINIMAL_fallback,high_availability_LOGIT_FULL,high_availability_LOGIT_FULL_fallback
00-0021206,QB,2018,1,0,0.7739130434782608,0.6662914163509952,False,0.6316424215431581,False,0.1565217391304348,0.25618222273636293,False,0.393316049154986,False
00-0021429,QB,2018,1,0,0.7739130434782608,0.774472491479711,False,0.812117851638121,False,0.1565217391304348,0.15752490737657707,False,0.149382857646066,False
00-0022803,QB,2018,0,1,0.7739130434782608,0.3583207770047742,False,0.5597426769431378,False,0.1565217391304348,0.5064164763637402,False,0.4464247713151067,False
00-0022942,QB,2018,1,0,0.7739130434782608,0.4180578991770824,False,0.43978672452121353,False,0.1565217391304348,0.47277005664891336,False,0.4950590082259413,False
00-0023459,QB,2018,0,1,0.7739130434782608,0.7580113374792297,False,0.5267130445270656,False,0.1565217391304348,0.16011030921196548,False,0.2794149318173032,False
00-0023662,QB,2018,1,0,0.7739130434782608,0.9304215714734816,False,0.9882937957640545,False,0.1565217391304348,0.04866171776757318,False,0.021041712236662603,False
00-0023682,QB,2018,1,0,0.7739130434782608,0.809890437234778,False,0.7634384272249127,False,0.1565217391304348,0.13157035256434826,False,0.14492214743068962,False
00-0024226,QB,2018,1,0,0.7739130434782608,0.6278121865112171,False,0.74303948386616,False,0.1565217391304348,0.28982409564035716,False,0.24740143989785413,False
00-0024264,QB,2018,1,0,0.7739130434782608,0.9286007932269015,False,0.9619709685961979,False,0.1565217391304348,0.050909437929977853,False,0.03507491283505427,False
00-0025430,QB,2018,1,0,0.7739130434782608,0.8849731400992481,False,0.9052009343932127,False,0.1565217391304348,0.08141644510130225,False,0.12180547556295847,False
00-0025708,QB,2018,1,0,0.7739130434782608,0.8567411546519587,False,0.887252287827278,False,0.1565217391304348,0.09207480656928033,False,0.08521695562379375,False
00-0026158,QB,2018,0,0,0.7739130434782608,0.4180578991770824,False,0.6282255388949738,False,0.1565217391304348,0.47277005664891336,False,0.34942781140589946,False
00-0026197,QB,2018,1,0,0.7739130434782608,0.9390038450325783,False,0.9239179269524407,False,0.1565217391304348,0.04330881483038332,False,0.06510296006639152,False
00-0026498,QB,2018,0,1,0.7739130434782608,0.31040676245811216,False,0.3104822905025085,False,0.1565217391304348,0.5587404179259222,False,0.5679448887101602,False
00-0026544,QB,2018,1,0,0.7739130434782608,0.947976063385235,False,0.8818851207660396,False,0.1565217391304348,0.0367989439926286,False,0.08838789815144964,False
00-0027796,QB,2018,1,0,0.7739130434782608,0.7646164344290466,False,0.8589732238872467,False,0.1565217391304348,0.1705522869919322,False,0.0834179482518702,False
00-0027854,QB,2018,1,0,0.7739130434782608,0.8886299917356085,False,0.8399727315696521,False,0.1565217391304348,0.0741169742538208,False,0.12349173249800044,False
00-0027948,QB,2018,1,0,0.7739130434782608,0.8801076297855539,False,0.9110938988083177,False,0.1565217391304348,0.08451385124380198,False,0.06793873504613512,False
00-0027973,QB,2018,0,0,0.7739130434782608,0.4180578991770824,False,0.5884586352576624,False,0.1565217391304348,0.47277005664891336,False,0.3654098469001619,False
00-0028012,QB,2018,1,0,0.7739130434782608,0.9304215714734816,False,0.9346119872790738,False,0.1565217391304348,0.04866171776757318,False,0.08389424240065725,False
00-0028090,QB,2018,1,0,0.7739130434782608,0.8567411546519587,False,0.8585395458464214,False,0.1565217391304348,0.09207480656928033,False,0.07240363083777242,False
00-0028595,QB,2018,1,0,0.7739130434782608,0.9456117262239054,False,0.994108586534273,False,0.1565217391304348,0.038269640035138906,False,0.009331821613644528,False
00-0028957,QB,2018,1,0,0.7739130434782608,0.919469287109144,False,0.8814876262801637,False,0.1565217391304348,0.05118760385532506,False,0.0895021802197148,False
00-0029263,QB,2018,1,0,0.7739130434782608,0.31040676245811216,False,0.21537188507085903,False,0.1565217391304348,0.5587404179259222,False,0.6030665162052901,False
00-0029604,QB,2018,0,1,0.7739130434782608,0.4180578991770824,False,0.44283643423466673,False,0.1565217391304348,0.47277005664891336,False,0.5183658043380548,False
00-0029682,QB,2018,1,0,0.7739130434782608,0.795331252198143,False,0.8005430800197051,False,0.1565217391304348,0.13379742364703695,False,0.13660118146086903,False
00-0030151,QB,2018,1,0,0.7739130434782608,0.919469287109144,False,0.6162551434514093,False,0.1565217391304348,0.05118760385532506,False,0.2825678172464877,False
00-0030520,QB,2018,1,0,0.7739130434782608,0.9165810958210185,False,0.9271816856061352,False,0.1565217391304348,0.05976063429412416,False,0.06446952004732501,False
00-0030524,QB,2018,1,0,0.7739130434782608,0.9075215009323395,False,0.9556884375806441,False,0.1565217391304348,0.06409418978145884,False,0.03774824185823804,False
00-0030526,QB,2018,1,0,0.7739130434782608,0.9273205992922047,False,0.919139296347159,False,0.1565217391304348,0.0505816208763848,False,0.04545175261536324,False
00-0030565,QB,2018,1,0,0.7739130434782608,0.9362591639565615,False,0.955531207880391,False,0.1565217391304348,0.04502752005531428,False,0.029949472902935675,False
00-0031064,QB,2018,1,0,0.7739130434782608,0.8359538475260028,False,0.9375409578218407,False,0.1565217391304348,0.11965708409771979,False,0.05903976934157725,False
00-0031076,QB,2018,1,0,0.7739130434782608,0.9390038450325783,False,0.9079123503717476,False,0.1565217391304348,0.04330881483038332,False,0.13425033248077087,False
00-0031237,QB,2018,1,0,0.7739130434782608,0.919469287109144,False,0.9322844951245642,False,0.1565217391304348,0.05118760385532506,False,0.07758395901152013,False
00-0031280,QB,2018,0,1,0.7739130434782608,0.47123365237341247,False,0.5298329984181441,False,0.1565217391304348,0.42081905347426846,False,0.3568768171976393,False
00-0031288,QB,2018,1,0,0.7739130434782608,0.9019958045839785,False,0.938631362144737,False,0.1565217391304348,0.06242509213200314,False,0.04286665025338453,False
00-0031345,QB,2018,1,0,0.7739130434782608,0.8611450634025406,False,0.8166017713254685,False,0.1565217391304348,0.09860058824243625,False,0.06809903328702732,False
00-0031503,QB,2018,0,0,0.7739130434782608,0.5436631749380733,False,0.4905844126429244,False,0.1565217391304348,0.35022887049166446,False,0.365544598149681,False
00-0031568,QB,2018,1,0,0.7739130434782608,0.8967909610026998,False,0.9329458580234863,False,0.1565217391304348,0.07227826602055935,False,0.03602484322813265,False
00-0031589,QB,2018,1,0,0.7739130434782608,0.5694417262104448,False,0.41228833666264775,False,0.1565217391304348,0.3066410215548713,False,0.21986482133128754,False
00-0031800,QB,2018,1,0,0.7739130434782608,0.919469287109144,False,0.9719346354717698,False,0.1565217391304348,0.05118760385532506,False,0.01652429422816148,False
00-0032156,QB,2018,1,0,0.7739130434782608,0.6470770350053753,False,0.7516602756302085,False,0.1565217391304348,0.2613812047805012,False,0.1996162132245871,False
00-0032245,QB,2018,1,0,0.7739130434782608,0.902749854480455,False,0.9620655526105656,False,0.1565217391304348,0.07003715353832941,False,0.034253460244032634,False
00-0032431,QB,2018,1,0,0.7739130434782608,0.8812207211289298,False,0.9341185053694488,False,0.1565217391304348,0.07593217353006355,False,0.05320600704447624,False
00-0032630,QB,2018,1,0,0.7739130434782608,0.919469287109144,False,0.928399244202886,False,0.1565217391304348,0.05118760385532506,False,0.05619913867206784,False
00-0032784,QB,2018,1,0,0.7739130434782608,0.9091162618211808,False,0.8949312381917932,False,0.1565217391304348,0.06450363133249773,False,0.059035791264122395,False
00-0032950,QB,2018,0,0,0.7739130434782608,0.5436631749380733,False,0.3168527480852382,False,0.1565217391304348,0.35022887049166446,False,0.5599269016689482,False
00-0033077,QB,2018,1,0,0.7739130434782608,0.31040676245811216,False,0.37591767340055043,False,0.1565217391304348,0.5587404179259222,False,0.5630390552710276,False
00-0033104,QB,2018,1,0,0.7739130434782608,0.8993349962628505,False,0.9681482773749024,False,0.1565217391304348,0.06915582909348673,False,0.02539564447829683,False
00-0033108,QB,2018,1,0,0.7739130434782608,0.933399738510227,False,0.9506865849700232,False,0.1565217391304348,0.04681109453148383,False,0.03238996415341072,False
00-0033119,QB,2018,1,0,0.7739130434782608,0.569421921609909,False,0.6594015599046317,False,0.1565217391304348,0.34562346784329384,False,0.27405953128231203,False
00-0033537,QB,2018,1,0,0.7739130434782608,0.7580113374792297,False,0.38942221308977776,False,0.1565217391304348,0.16011030921196548,False,0.38858254472337345,False
00-0033662,QB,2018,1,0,0.7739130434782608,0.9019958045839785,False,0.7811125089585275,False,0.1565217391304348,0.06242509213200314,False,0.11200667126668061,False
00-0033869,QB,2018,1,0,0.7739130434782608,0.5159983751287966,False,0.5988583216147556,False,0.1565217391304348,0.3530896433782251,False,0.2475952629422855,False
00-0033873,QB,2018,1,0,0.7739130434782608,0.919469287109144,False,0.7373774093072253,False,0.1565217391304348,0.05118760385532506,False,0.06562978248458237,False
00-0033899,QB,2018,1,0,0.7739130434782608,0.3583207770047742,False,0.5121463889989049,False,0.1565217391304348,0.5064164763637402,False,0.41838348175626444,False
00-0033936,QB,2018,1,0,0.7739130434782608,0.795331252198143,False,0.7552149304043718,False,0.1565217391304348,0.13379742364703695,False,0.1887140944401143,False
00-0023500,RB,2018,0,1,0.6816143497757847,0.48709228170655433,False,0.4627204344406269,False,0.1681614349775785,0.3618467846156514,False,0.2887730814509887,False
00-0023564,RB,2018,1,0,0.6816143497757847,0.7589919676596524,False,0.7497226478943289,False,0.1681614349775785,0.13617907315021713,False,0.10799351337469493,False
00-0025394,RB,2018,0,1,0.6816143497757847,0.7503806953481944,False,0.6276309839751806,False,0.1681614349775785,0.1085379708236088,False,0.18035026375185786,False
00-0025399,RB,2018,1,0,0.6816143497757847,0.5032316200310829,False,0.4402700096789818,False,0.1681614349775785,0.3114613099976553,False,0.34987220692950394,False
00-0026019,RB,2018,1,0,0.6816143497757847,0.7900949358953459,False,0.7267788904042924,False,0.1681614349775785,0.08575209001767833,False,0.0662523609536351,False
00-0026144,RB,2018,1,0,0.6816143497757847,0.8696095874709573,False,0.9276506132865261,False,0.1681614349775785,0.05022940446267799,False,0.022592663900208115,False
00-0026164,RB,2018,1,0,0.6816143497757847,0.8297867020522504,False,0.8104241007676926,False,0.1681614349775785,0.07003899183386796,False,0.08098814200799888,False
00-0026184,RB,2018,1,0,0.6816143497757847,0.5982228534802634,False,0.6166504816339196,False,0.1681614349775785,0.25178503971534627,False,0.21652042564249396,False
00-0026213,RB,2018,1,0,0.6816143497757847,0.6974155843261549,False,0.6507891965802656,False,0.1681614349775785,0.13849932316428978,False,0.11477393129742834,False
00-0027861,RB,2018,1,0,0.6816143497757847,0.8524810175890414,False,0.9072999677338818,False,0.1681614349775785,0.06221707673077654,False,0.03750516111308792,False
00-0027994,RB,2018,1,0,0.6816143497757847,0.6162955153602422,False,0.543387221517401,False,0.1681614349775785,0.1980218300274685,False,0.029294397368875562,False
00-0028009,RB,2018,1,0,0.6816143497757847,0.5092235761991972,False,0.5393724368215885,False,0.1681614349775785,0.34073774300658294,False,0.2315707727724836,False
00-0028011,RB,2018,0,0,0.6816143497757847,0.8704017009620396,False,0.7316836552162582,False,0.1681614349775785,0.047510741376480065,False,0.13214864428047454,False
00-0028063,RB,2018,1,0,0.6816143497757847,0.7983572960616192,False,0.8863316857390714,False,0.1681614349775785,0.07758837947439452,False,0.0511958182333988,False
00-0028064,RB,2018,1,0,0.6816143497757847,0.5092235761991972,False,0.48718924946645703,False,0.1681614349775785,0.34073774300658294,False,0.28928311110826366,False
00-0028083,RB,2018,0,1,0.6816143497757847,0.5584791317344339,False,0.6916096966471426,False,0.1681614349775785,0.2648678414116742,False,0.09900049718117425,False
00-0028121,RB,2018,1,0,0.6816143497757847,0.6707238354292943,False,0.8052361431202762,False,0.1681614349775785,0.19113625311090388,False,0.08225129545300022,False
00-0029004,RB,2018,1,0,0.6816143497757847,0.7988333895214416,False,0.7555176661243188,False,0.1681614349775785,0.10277390321192506,False,0.1536103864082079,False
00-0029141,RB,2018,0,0,0.6816143497757847,0.5767692997025853,False,0.5407416849441644,False,0.1681614349775785,0.2696372441907854,False,0.24349805200101612,False
